family_semantics,certification_regime,mode,severity,threshold_fraction,support_width,samples,family_size_mean,parent_in_family_rate,strict_parent_loss_rate,family_internal_loss_rate,strict_rescue_rate,family_internal_survival_rate,family_internal_resilience_rate,comparison_valid_rate,metric_artifact_risk_rate,mean_apples_to_apples_loss_delta
exact_k,cut_level,support_delay,0.0,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.25,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.25,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.25,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.5,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.5,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.5,4,440,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,0.75,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.25,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.25,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.25,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.25,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.5,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.5,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.5,4,440,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,0.75,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.5,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.25,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.25,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.25,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.5,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.5,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.5,4,440,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,0.75,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.75,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.25,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.25,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.25,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.5,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.5,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.5,4,440,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,0.75,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,1.0,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,0.25,1,1054,1.0,1.0,0.877609,0.877609,0.0,0.122391,0.122391,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,0.25,2,430,2.0,0.0,0.562791,0.083721,0.47907,0.916279,0.916279,1.0,0.0,-0.47907
exact_k,parent_shared,edge_dropout,0.25,0.25,3,476,3.0,0.0,0.701681,0.012605,0.689076,0.987395,0.987395,1.0,0.0,-0.689076
exact_k,parent_shared,edge_dropout,0.25,0.25,4,440,4.0,0.0,0.740909,0.002273,0.738636,0.997727,0.997727,1.0,0.0,-0.738636
exact_k,parent_shared,edge_dropout,0.25,0.5,1,1054,1.0,1.0,0.877609,0.877609,0.0,0.122391,0.122391,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,0.5,2,430,2.0,0.0,0.562791,0.083721,0.47907,0.916279,0.916279,1.0,0.0,-0.47907
exact_k,parent_shared,edge_dropout,0.25,0.5,3,476,3.0,0.0,0.701681,0.170168,0.531513,0.829832,0.829832,1.0,0.0,-0.531513
exact_k,parent_shared,edge_dropout,0.25,0.5,4,440,6.0,0.0,0.740909,0.029545,0.711364,0.970455,0.970455,1.0,0.0,-0.711364
exact_k,parent_shared,edge_dropout,0.25,0.75,1,1054,1.0,1.0,0.877609,0.877609,0.0,0.122391,0.122391,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,0.75,2,430,1.0,1.0,0.562791,0.562791,0.0,0.437209,0.437209,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,0.75,3,476,1.0,1.0,0.701681,0.701681,0.0,0.298319,0.298319,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,0.75,4,440,4.0,0.0,0.740909,0.277273,0.463636,0.722727,0.722727,1.0,0.0,-0.463636
exact_k,parent_shared,edge_dropout,0.25,1.0,1,1054,1.0,1.0,0.877609,0.877609,0.0,0.122391,0.122391,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,1.0,2,430,1.0,1.0,0.562791,0.562791,0.0,0.437209,0.437209,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,1.0,3,476,1.0,1.0,0.701681,0.701681,0.0,0.298319,0.298319,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.25,1.0,4,440,1.0,1.0,0.740909,0.740909,0.0,0.259091,0.259091,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,0.25,1,1054,1.0,1.0,0.702087,0.702087,0.0,0.297913,0.297913,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,0.25,2,430,2.0,0.0,0.834884,0.218605,0.616279,0.781395,0.781395,1.0,0.0,-0.616279
exact_k,parent_shared,edge_dropout,0.5,0.25,3,476,3.0,0.0,0.905462,0.105042,0.80042,0.894958,0.894958,1.0,0.0,-0.80042
exact_k,parent_shared,edge_dropout,0.5,0.25,4,440,4.0,0.0,0.965909,0.025,0.940909,0.975,0.975,1.0,0.0,-0.940909
exact_k,parent_shared,edge_dropout,0.5,0.5,1,1054,1.0,1.0,0.702087,0.702087,0.0,0.297913,0.297913,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,0.5,2,430,2.0,0.0,0.834884,0.218605,0.616279,0.781395,0.781395,1.0,0.0,-0.616279
exact_k,parent_shared,edge_dropout,0.5,0.5,3,476,3.0,0.0,0.905462,0.548319,0.357143,0.451681,0.451681,1.0,0.0,-0.357143
exact_k,parent_shared,edge_dropout,0.5,0.5,4,440,6.0,0.0,0.965909,0.313636,0.652273,0.686364,0.686364,1.0,0.0,-0.652273
exact_k,parent_shared,edge_dropout,0.5,0.75,1,1054,1.0,1.0,0.702087,0.702087,0.0,0.297913,0.297913,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,0.75,2,430,1.0,1.0,0.834884,0.834884,0.0,0.165116,0.165116,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,0.75,3,476,1.0,1.0,0.905462,0.905462,0.0,0.094538,0.094538,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,0.75,4,440,4.0,0.0,0.965909,0.720455,0.245455,0.279545,0.279545,1.0,0.0,-0.245455
exact_k,parent_shared,edge_dropout,0.5,1.0,1,1054,1.0,1.0,0.702087,0.702087,0.0,0.297913,0.297913,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,1.0,2,430,1.0,1.0,0.834884,0.834884,0.0,0.165116,0.165116,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,1.0,3,476,1.0,1.0,0.905462,0.905462,0.0,0.094538,0.094538,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.5,1.0,4,440,1.0,1.0,0.965909,0.965909,0.0,0.034091,0.034091,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,0.25,2,430,2.0,0.0,0.974419,0.595349,0.37907,0.404651,0.404651,1.0,0.0,-0.37907
exact_k,parent_shared,edge_dropout,0.75,0.25,3,476,3.0,0.0,0.993697,0.42437,0.569328,0.57563,0.57563,1.0,0.0,-0.569328
exact_k,parent_shared,edge_dropout,0.75,0.25,4,440,4.0,0.0,1.0,0.304545,0.695455,0.695455,0.695455,1.0,0.0,-0.695455
exact_k,parent_shared,edge_dropout,0.75,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,0.5,2,430,2.0,0.0,0.974419,0.595349,0.37907,0.404651,0.404651,1.0,0.0,-0.37907
exact_k,parent_shared,edge_dropout,0.75,0.5,3,476,3.0,0.0,0.993697,0.897059,0.096639,0.102941,0.102941,1.0,0.0,-0.096639
exact_k,parent_shared,edge_dropout,0.75,0.5,4,440,6.0,0.0,1.0,0.806818,0.193182,0.193182,0.193182,1.0,0.0,-0.193182
exact_k,parent_shared,edge_dropout,0.75,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,0.75,2,430,1.0,1.0,0.974419,0.974419,0.0,0.025581,0.025581,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,0.75,3,476,1.0,1.0,0.993697,0.993697,0.0,0.006303,0.006303,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,0.75,4,440,4.0,0.0,1.0,0.986364,0.013636,0.013636,0.013636,1.0,0.0,-0.013636
exact_k,parent_shared,edge_dropout,0.75,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,1.0,2,430,1.0,1.0,0.974419,0.974419,0.0,0.025581,0.025581,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,1.0,3,476,1.0,1.0,0.993697,0.993697,0.0,0.006303,0.006303,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,0.75,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.25,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.25,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.25,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.5,2,430,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.5,3,476,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.5,4,440,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,0.75,4,440,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,edge_dropout,1.0,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,0.25,2,430,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.25,0.25,3,476,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.25,0.25,4,440,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.25,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,0.5,2,430,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.25,0.5,3,476,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.25,0.5,4,440,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.25,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,0.75,4,440,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.25,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.25,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.5,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.5,0.25,2,430,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.5,0.25,3,476,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.5,0.25,4,440,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
exact_k,parent_shared,frontier_dropout,0.5,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,parent_shared,frontier_dropout,0.5,0.5,2,430,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0
